countryname,year,lifeladder,loggdppercapita,socialsupport,healthylifeexpectancyatbirth,freedomtomakelifechoices,generosity,perceptionsofcorruption,positiveaffect,negativeaffect,code,house_price,ptr_ratio,r_house_price,rent_price,gini,life_expectancy,social_expenditure,housing_expenditure_ratio,ownership,pri_ratio,employment_rate,idcode,gini_dum,social_expenditure_dum,gini_dum_int,socialexp_dum_int,owner_dum,owner_dum_int,gini_dum_int_sq,ln_house_price,ln_r_house_price,r_house_price_growth
New Zealand,2014,7.3060002,10.605,.94199997,69.879997,.93199998,.34099999,.273,.80699998,.199,NZL,89,91,89.699997,97.699997,.341,81.400002,21.129,25.48674,,92.599998,74.173126,New Zealand,1,1,.34099999,21.129,0,0,.116281,4.4886365,4.4964709,.054996625
New Zealand,2015,7.4180002,10.622,.98699999,69.900002,.94199997,.322,.186,.79500002,.16,NZL,100,100,100,100,.325,81.5,20.040001,25.140055,,100,74.249672,New Zealand,1,1,.32499999,20.040001,0,0,.10562499,4.6051702,4.6051702,.10869945
New Zealand,2016,7.2259998,10.637,.93699998,69.974998,.92699999,.259,.278,.77700001,.207,NZL,114.2,111.7,113.4,102.2,.333,81.599998,19.65,24.784075,,108.8,75.577507,New Zealand,1,1,.333,19.65,0,0,.110889,4.7379513,4.7309213,.12575121
New Zealand,2017,7.3270001,10.65,.95499998,70.050003,.94199997,.287,.222,.76300001,.17200001,NZL,121.6,116.4,118.9,104.5,.335,81.699997,18.652,24.820717,,111.6,76.916023,New Zealand,1,1,.33500001,18.652,0,0,.112225,4.8007369,4.7782826,.047361411
New Zealand,2018,7.3699999,10.667,.954,70.125,.949,.113,.207,.78500003,.168,NZL,126,117.8,121.6,106.9,.33,81.699997,19.455,24.903677,,110.3,77.495483,New Zealand,1,1,.33000001,19.455,0,0,.10890001,4.8362818,4.8007369,.022454141
New Zealand,2019,7.2049999,10.675,.93900001,70.199997,.912,.15000001,.234,.76499999,.191,NZL,129.89999,118.3,123.5,109.8,.326,82.099998,23.642,25.354048,63.900002,108.4,77.461327,New Zealand,1,1,.32600001,23.642,1,63.900002,.10627601,4.866765,4.8162413,.015504199
Norway,2012,7.678,11.041,.94800001,70.599998,.94700003,.139,.368,.79799998,.213,NOR,88.199997,96,94.199997,91.900002,.253,81.5,22.643999,21.167889,77.400002,102.1,75.75,Norway,1,1,.25299999,22.643999,1,77.400002,.064008996,4.4796071,4.5454202,
Norway,2014,7.4439998,11.048,.94099998,71,.95599997,.17299999,.405,.80199999,.19400001,NOR,94.300003,96.900002,96.400002,97.300003,.257,82.199997,24.059999,21.855932,76.400002,100.5,75.224998,Norway,1,1,.257,24.059999,1,76.400002,.066049002,4.5464811,4.5685062,.023086069
Norway,2015,7.6030002,11.057,.94700003,71.199997,.94800001,.249,.29899999,.796,.20900001,NOR,100,100,100,100,.272,82.400002,25.952,22.375015,74.199997,100,74.800003,Norway,1,1,.27200001,25.952,1,74.199997,.073984005,4.6051702,4.6051702,.036663968
Norway,2016,7.5960002,11.06,.95999998,71.25,.954,.125,.41,.80900002,.20900001,NOR,107,105,103.8,101.9,.262,82.5,27.25,22.459597,74.400002,106.4,74.300003,Norway,1,1,.26199999,27.25,1,74.400002,.068643995,4.6728287,4.6424661,.037295815
Norway,2017,7.579,11.076,.94999999,71.300003,.95300001,.228,.25,.80000001,.20299999,NOR,112.4,107.9,106.9,104.1,.262,82.699997,26.406,22.408859,72.5,108.3,74,Norway,1,1,.26199999,26.406,1,72.5,.068643995,4.722064,4.6718936,.029427832
Norway,2018,7.4439998,11.077,.96600002,71.349998,.95999998,.086000003,.26800001,.78600001,.212,NOR,114,107.6,105.9,105.9,.262,82.800003,25.431,22.84552,72.699997,107,74.800003,Norway,1,1,.26199999,25.431,1,72.699997,.068643995,4.7361984,4.6624951,-.0093985656
Norway,2019,7.4419999,11.082,.94199997,71.400002,.954,.103,.271,.78200001,.19499999,NOR,116.8,108.3,106.1,107.8,.261,83,26.535,22.956568,72.400002,105.8,75.300003,Norway,1,1,.26100001,26.535,1,72.400002,.068121001,4.7604632,4.664382,.0018867642
Poland,2012,5.8759999,10.137,.93599999,67.459999,.81099999,-.032000002,.88800001,.71100003,.26699999,POL,101.9,105.9,101.6,96.199997,.298,76.900002,19.856001,20.520836,80.199997,111.3,58,Poland,1,1,.29800001,19.856001,1,80.199997,.088804007,4.623992,4.6210437,
Poland,2013,5.7459998,10.146,.912,67.639999,.77600002,-.142,.91600001,.67500001,.242,POL,97.400002,99.800003,96.699997,97.599998,.299,77.099998,20.629999,20.061728,81.300003,105.2,58.424999,Poland,1,1,.29899999,20.629999,1,81.300003,.089400999,4.5788264,4.5716133,-.049430151
Poland,2014,5.75,10.184,.92400002,67.82,.875,-.068999998,.898,.68099999,.223,POL,98.5,99.800003,98,98.699997,.297,77.800003,20.313,19.931118,81.099998,100.9,60.200001,Poland,1,1,.29699999,20.313,1,81.099998,.088208996,4.5900564,4.5849676,.013354108
Poland,2015,6.007,10.228,.89300001,68,.79299998,-.097999997,.81,.63099998,.23999999,POL,100,100,100,100,.291,77.5,20.245001,20.169247,80.900002,100,61.599998,Poland,1,1,.29100001,20.245001,1,80.900002,.084681004,4.6051702,4.6051702,.020202707
Poland,2016,6.1620002,10.258,.917,68.175003,.87099999,-.096000001,.84799999,.66600001,.22400001,POL,101.9,100.5,102.6,101.3,.285,78,21.216999,19.19463,80.599998,96.800003,63.450001,Poland,1,1,.285,21.216999,1,80.599998,.081225,4.623992,4.6308379,.025667733
Poland,2017,6.2010002,10.308,.88200003,68.349998,.83099997,-.127,.639,.56599998,.20299999,POL,105.8,101.4,104.5,104.3,.275,77.800003,20.816,18.337126,80.699997,95.300003,65.25,Poland,1,1,.27500001,20.816,1,80.699997,.075625002,4.6615505,4.6491871,.018349154
Poland,2018,6.1110001,10.365,.86299998,68.525002,.87,-.25999999,.72000003,.62199998,.176,POL,112.8,104,109.8,108.4,.281,77.699997,20.537001,17.777687,81,96.099998,66.675003,Poland,1,1,.28099999,20.537001,1,81,.078960992,4.7256165,4.6986604,.049473487
Poland,2019,6.2420001,10.409,.87800002,68.699997,.88300002,-.237,.69599998,.61299998,.168,POL,122.6,107.8,116.7,113.7,.268,78,21.212999,17.972033,81,97.800003,68.474998,Poland,1,1,.26800001,21.212999,1,81,.071824007,4.8089271,4.7596064,.060945958
Portugal,2012,4.994,10.314,.866,69.779999,.77399999,-.103,.95899999,.63099998,.37,PRT,94.900002,101.4,96.699997,93.599998,.337,80.599998,24.584999,18.459711,73.300003,98.199997,59.325001,Portugal,1,1,.33700001,24.584999,1,73.300003,.11356901,4.5528235,4.5716133,
Portugal,2013,5.158,10.31,.86699998,70.019997,.78799999,-.124,.94599998,.66500002,.34799999,PRT,93.099998,98.300003,94,94.699997,.341,80.900002,25.688,18.872261,73.099998,96.699997,58.825001,Portugal,1,1,.34099999,25.688,1,73.099998,.116281,4.5336742,4.5432949,-.02831859
Portugal,2014,5.1269999,10.324,.86199999,70.260002,.847,-.132,.94099998,.66299999,.35800001,PRT,97,98.099998,97.800003,98.900002,.338,81.300003,25.233,19.075008,73.900002,100.8,61.200001,Portugal,1,1,.338,25.233,1,73.900002,.114244,4.5747108,4.5829248,.039629824
Portugal,2015,5.0809999,10.346,.866,70.5,.80000001,-.169,.94099998,.62900001,.37099999,PRT,100,100,100,100,.336,81.300003,24.167999,18.75346,73.099998,100,62.799999,Portugal,1,1,.336,24.167999,1,73.099998,.112896,4.6051702,4.6051702,.022245578
Portugal,2016,5.447,10.369,.90499997,70.625,.838,-.23100001,.92199999,.65899998,.32600001,PRT,107.1,105.3,106,101.7,.331,81.300003,23.691999,18.322594,73.400002,103.2,64.224998,Portugal,1,1,.331,23.691999,1,73.400002,.109561,4.6737628,4.6634393,.058268908
Portugal,2017,5.711,10.406,.89999998,70.75,.90499997,-.182,.88099998,.60799998,.294,PRT,117,113.9,113.9,102.7,.32,81.599998,22.951,17.674004,72.800003,109.5,66.949997,Portugal,1,1,.31999999,22.951,1,72.800003,.1024,4.7621741,4.735321,.071881793
Portugal,2018,5.9200001,10.435,.88700002,70.875,.87699997,-.26699999,.88,.64600003,.31799999,PRT,129,123.3,123.6,104.7,.317,81.5,22.669001,17.438999,72.5,116.2,69.025002,Portugal,1,1,.317,22.669001,1,72.5,.100489,4.8598123,4.8170505,.08172965
Portugal,2019,6.0949998,10.462,.87599999,71,.88200003,-.23999999,.91500002,.67500001,.30000001,PRT,141.89999,131.39999,134.7,108,.31,81.900002,22.552999,17.348433,71.900002,122.6,69.849998,Portugal,1,1,.31,22.552999,1,71.900002,.096100003,4.9551225,4.9030499,.085999526
Slovakia,2012,5.9109998,10.188,.926,66.940002,.62,-.032000002,.90700001,.58499998,.30199999,SVK,92.900002,93.199997,93.900002,99.699997,.251,76.300003,17.481001,30.197645,90.199997,100.1,61.375,Slovakia,1,1,.25099999,17.481001,1,90.199997,.063000992,4.5315237,4.5422306,
Slovakia,2013,5.9369998,10.193,.90899998,67.160004,.59799999,-.055,.91500002,.61199999,.27700001,SVK,93.699997,93.699997,93.5,100,.27,76.599998,17.796,30.095474,90.599998,100.7,61.575001,Slovakia,1,1,.27000001,17.796,1,90.599998,.072900005,4.5400982,4.5379615,-.0042689661
Slovakia,2014,6.1389999,10.219,.92400002,67.379997,.63499999,-.13,.91399997,.61900002,.26699999,SVK,95,95,94.900002,100,.247,77,17.889999,30.740376,90.099998,99.900002,62.700001,Slovakia,1,1,.24699999,17.889999,1,90.099998,.061008997,4.5538769,4.5528235,.014862285
Slovakia,2015,6.1620002,10.268,.94300002,67.599998,.58700001,-.132,.92799997,.63200003,.26899999,SVK,100,100,100,100,.25,76.699997,17.370001,29.811743,89.099998,100,64.525002,Slovakia,1,1,.25,17.370001,1,89.099998,.0625,4.6051702,4.6051702,.052346464
Slovakia,2016,5.993,10.286,.94499999,67.824997,.69999999,-.064999998,.917,.68800002,.23199999,SVK,106.7,106.4,106.9,100.2,.241,77.300003,17.740999,29.586628,89,103.5,66.699997,Slovakia,1,1,.241,17.740999,1,89,.058080997,4.6700211,4.6718936,.066723645
Slovakia,2017,6.3660002,10.314,.91299999,68.050003,.71399999,-.059,.92000002,.70899999,.213,SVK,112.9,112.3,112.1,100.6,.22,77.300003,17.624001,28.475328,89.599998,104.6,68.074997,Slovakia,1,1,.22,17.624001,1,89.599998,.0484,4.7265024,4.7193913,.047497485
Slovakia,2018,6.2350001,10.352,.92199999,68.275002,.75800002,-.17200001,.91000003,.67000002,.25299999,SVK,121.3,120.3,118.2,100.8,.236,77.400002,17.278999,28.09317,90.300003,102.8,69.550003,Slovakia,1,1,.236,17.278999,1,90.300003,.055695999,4.7982669,4.772378,.052986763
Slovakia,2019,6.243,10.375,.93300003,68.5,.77100003,-.133,.926,.676,.252,SVK,132.39999,130.5,126,101.4,.222,77.800003,17.552,28.685749,90.300003,107.3,70.425003,Slovakia,1,1,.222,17.552,1,90.300003,.049284,4.8858275,4.8362818,.063903831
Slovenia,2012,6.0630002,10.392,.92500001,69.519997,.90399998,-.025,.89099997,.59799999,.28400001,SVN,112.1,112.3,112.6,99.800003,.249,80.300003,23.473,19.629826,74.5,114.7,63.575001,Slovenia,1,1,.249,23.473,1,74.5,.062000997,4.7193913,4.7238417,
Slovenia,2013,5.9749999,10.381,.93199998,69.68,.88999999,.029999999,.91799998,.625,.27399999,SVN,106.2,107.5,105.3,98.800003,.254,80.5,23.802,20.432394,75.300003,108.9,62.775002,Slovenia,1,1,.25400001,23.802,1,75.300003,.064516,4.6653242,4.6568136,-.067028254
Slovenia,2014,5.678,10.407,.90799999,69.839996,.88800001,.046999998,.90899998,.59399998,.29100001,SVN,99.199997,101.2,98.400002,98.099998,.251,81.199997,23.089001,19.72892,75.599998,100.8,63.400002,Slovenia,1,1,.25099999,23.089001,1,75.599998,.063000992,4.5971379,4.5890408,-.067772627
Slovenia,2015,5.7410002,10.428,.90100002,70,.89600003,.0020000001,.89200002,.64399999,.26100001,SVN,100,100,100,100,.25,80.900002,22.65,19.78458,75.099998,100,64.650002,Slovenia,1,1,.25,22.65,1,75.099998,.0625,4.6051702,4.6051702,.016129367
Slovenia,2016,5.9369998,10.459,.93400002,70.175003,.90399998,-.059999999,.838,.597,.27200001,SVN,103.3,101.6,103.7,101.6,.244,81.199997,22.246,19.703632,73.800003,98.800003,65.324997,Slovenia,1,1,.244,22.246,1,73.800003,.059536003,4.6376376,4.6415019,.036331899
Slovenia,2017,6.1669998,10.505,.92799997,70.349998,.921,-.030999999,.829,.58200002,.28600001,SVN,111.8,104.5,110.6,107,.243,81.199997,21.485001,19.315779,74.5,102,68.724998,Slovenia,1,1,.243,21.485001,1,74.5,.059048999,4.7167115,4.7059202,.064417988
Slovenia,2018,6.2490001,10.545,.94099998,70.525002,.94199997,-.125,.83899999,.60100001,.27500001,SVN,121.5,107,117.9,113.6,.249,81.5,21.325001,18.919928,74.400002,104.5,70.550003,Slovenia,1,1,.249,21.325001,1,74.400002,.062000997,4.7999144,4.7698369,.063916743
Slovenia,2019,6.665,10.572,.949,70.699997,.94499999,-.108,.78500003,.62199998,.228,SVN,129.7,109.5,124,118.4,.246,81.599998,21.472,18.266716,74.300003,105.7,71.275002,Slovenia,1,1,.24600001,21.472,1,74.300003,.060516004,4.8652239,4.8202815,.050444745
South Korea,2012,6.0029998,10.493,.77499998,71.339996,.61799997,,.84399998,.61000001,.206,KOR,96.800003,104.3,100.1,92.800003,.385,80.900002,8.9610004,17.844103,53.799999,112,64.343689,South Korea,1,1,.38499999,8.9610004,1,53.799999,.14822499,4.5726471,4.6061697,
South Korea,2013,5.9590001,10.519,.79699999,71.559998,.64200002,-.056000002,.83200002,.58899999,.189,KOR,95.800003,100.5,97.900002,95.300003,.372,81.400002,9.4619999,18.241959,,106.4,64.627274,South Korea,1,1,.37200001,9.4619999,0,0,.138384,4.5622625,4.5839467,-.022223106
South Korea,2014,5.8010001,10.544,.73799998,71.779999,.62300003,-.048999999,.83399999,.57499999,.28299999,KOR,97.300003,99.800003,98.199997,97.5,.363,81.800003,9.9099998,18.163183,53.599998,103.4,65.566223,South Korea,1,1,.36300001,9.9099998,1,53.599998,.131769,4.5777988,4.5870061,.0030596191
South Korea,2015,5.7800002,10.567,.76800001,72,.616,-.041000001,.84100002,.56099999,.244,KOR,100,100,100,100,.352,82.099998,10.546,18.103863,,100,65.909813,South Korea,1,1,.352,10.546,0,0,.123904,4.6051702,4.6051702,.018164001
South Korea,2016,5.9710002,10.592,.81099999,72.275002,.59100002,.02,.86199999,.583,.233,KOR,101.6,99.800003,100.3,101.9,.355,82.400002,10.79,17.957373,57.900002,99.300003,66.075661,South Korea,1,1,.35499999,10.79,1,57.900002,.12602499,4.6210437,4.6081657,.0029955395
South Korea,2017,5.8740001,10.62,.80699998,72.550003,.53799999,.0080000004,.85100001,.546,.235,KOR,102.9,99.400002,99.5,103.5,.354,82.699997,10.945,17.825741,59.099998,98,66.629257,South Korea,1,1,.354,10.945,1,59.099998,.12531601,4.6337576,4.6001577,-.0080080815
South Korea,2018,5.8400002,10.645,.79799998,72.824997,.60000002,-.094999999,.79699999,.579,.21699999,KOR,104.3,100.1,99.5,104.1,.345,82.699997,11.756,17.65476,58.700001,95.5,66.613243,South Korea,1,1,.345,11.756,1,58.700001,.119025,4.6472712,4.6001577,0
South Korea,2019,5.9029999,10.663,.78299999,73.099998,.70599997,-.061000001,.71799999,.59299999,.236,KOR,104,99.900002,98.5,104,.339,83.300003,13.255,17.498047,59.099998,91.5,66.822678,South Korea,1,1,.33899999,13.255,1,59.099998,.11492099,4.6443911,4.5900564,-.010101096
Spain,2012,6.2909999,10.485,.93699998,71.239998,.755,-.064999998,.84399998,.64399999,.366,ESP,105.9,104.5,107,101.4,.334,82.5,25.549999,23.793585,79.199997,110.9,55.75,Spain,1,1,.33399999,25.549999,1,79.199997,.11155599,4.6624951,4.6728287,
Spain,2013,6.1500001,10.474,.92900002,71.360001,.759,-.107,.91600001,.66299999,.37200001,ESP,96.199997,95.099998,96.300003,101.2,.345,83.199997,25.705,24.42705,77.699997,100.4,54.825001,Spain,1,1,.345,25.705,1,77.699997,.119025,4.5664291,4.5674682,-.10536049
Spain,2014,6.4559999,10.491,.94800001,71.480003,.73799998,-.034000002,.85399997,.68300003,.33500001,ESP,96.5,96.099998,96.5,100.5,.343,83.300003,25.372999,23.956793,78.099998,100.5,56,Spain,1,1,.34299999,25.372999,1,78.099998,.117649,4.5695429,4.5695429,.0020746579
Spain,2015,6.381,10.529,.95599997,71.599998,.73199999,-.078000002,.82200003,.70499998,.285,ESP,100,100,100,100,.344,83,24.707001,23.190819,77.199997,100,57.799999,Spain,1,1,.34400001,24.707001,1,77.199997,.11833601,4.6051702,4.6051702,.035627179
Spain,2016,6.3189998,10.558,.94199997,71.724998,.76800001,-.054000001,.81900001,.63,.301,ESP,104.6,104.7,104.4,99.900002,.341,83.5,24.245001,22.557573,77.099998,102,59.549999,Spain,1,1,.34099999,24.245001,1,77.099998,.116281,4.6501436,4.6482296,.043059506
Spain,2017,6.23,10.585,.903,71.849998,.75599998,-.037999999,.79100001,.60100001,.30199999,ESP,111.1,110.7,109.2,100.3,.333,83.400002,23.927,22.016283,76.699997,105.2,61.099998,Spain,1,1,.333,23.927,1,76.699997,.110889,4.7104306,4.693181,.044951346
Spain,2018,6.513,10.604,.91000003,71.974998,.722,-.081,.77700001,.63599998,.35699999,ESP,118.6,116.7,115,101.6,.33,83.5,24.034,21.927801,75.900002,109.6,62.400002,Spain,1,1,.33000001,24.034,1,75.900002,.10890001,4.7757564,4.7449322,.051751092
Spain,2019,6.4569998,10.616,.949,72.099998,.778,-.054000001,.73000002,.63599998,.31600001,ESP,124.7,120.9,119.6,103.2,.32,84,24.646999,22.001976,75.599998,110.6,63.299999,Spain,1,1,.31999999,24.646999,1,75.599998,.1024,4.825911,4.784153,.039220702
Sweden,2012,7.5599999,10.785,.92900002,71.279999,.94400001,.127,.25400001,.796,.17,SWE,76.800003,81.099998,78.699997,94.699997,,81.800003,26.695,26.305948,63.200001,81.900002,73.775002,Sweden,0,1,0,26.695,1,63.200001,0,4.3412046,4.365643,
Sweden,2013,7.434,10.789,.91600001,71.32,.93599999,.154,.324,.78200001,.184,SWE,80.800003,83.400002,82.300003,96.900002,.267,82,27.368999,26.26022,62.099998,84.800003,74.400002,Sweden,1,1,.26699999,27.368999,1,62.099998,.071288995,4.3919768,4.4103713,.04472803
Sweden,2014,7.2389998,10.805,.93300003,71.360001,.94499999,.197,.25,.79299998,.208,SWE,88.400002,89.699997,89.300003,98.5,.272,82.300003,26.975,25.950148,62.099998,90.699997,74.849998,Sweden,1,1,.27200001,26.975,1,62.099998,.073984005,4.4818721,4.4920015,.081630379
Sweden,2015,7.289,10.838,.92900002,71.400002,.935,.206,.23199999,.76599997,.191,SWE,100,100,100,100,.276,82.199997,26.514999,25.629749,59.5,100,75.525002,Sweden,1,1,.27599999,26.514999,1,59.5,.076175995,4.6051702,4.6051702,.11316866
Sweden,2016,7.369,10.846,.912,71.525002,.91799998,.141,.24600001,.75199997,.20100001,SWE,108.2,107.3,107.3,100.9,.28,82.400002,26.940001,25.660896,59.200001,105.1,76.199997,Sweden,1,1,.28,26.940001,1,59.200001,.078400001,4.6839814,4.6756287,.070458494
Sweden,2017,7.2870002,10.858,.91399997,71.650002,.935,.16500001,.23899999,.75599998,.175,SWE,115.4,113.5,112.5,101.7,.282,82.5,26.256001,25.542389,58.599998,109.4,76.849998,Sweden,1,1,.28200001,26.256001,1,58.599998,.079524003,4.7484045,4.7229533,.047324542
Sweden,2018,7.375,10.866,.93099999,71.775002,.94199997,.071999997,.26300001,.74699998,.161,SWE,114.4,111.4,108.7,102.6,.273,82.599998,26.037001,25.835489,57.700001,105.2,77.375,Sweden,1,1,.273,26.037001,1,57.700001,.074529,4.7397013,4.688592,-.034361456
Sweden,2019,7.3979998,10.875,.93400002,71.900002,.94199997,.085000001,.25,.77499998,.20200001,SWE,117.2,112.4,109.2,104.2,.277,83.199997,25.472,25.924019,57.900002,104.2,77.125,Sweden,1,1,.27700001,25.472,1,57.900002,.076729007,4.7638817,4.693181,.0045892694
Switzerland,2012,7.776,11.094,.94700003,71.519997,.94499999,.131,.32300001,.79299998,.176,CHE,92.099998,94.400002,90.300003,97.599998,.285,82.800003,24.693001,24.855305,40.099998,92.5,78.474998,Switzerland,1,1,.285,24.693001,1,40.099998,.081225,4.5228748,4.5031376,
Switzerland,2014,7.493,11.111,.95899999,71.639999,.949,.052999999,.28299999,.78799999,.189,CHE,97.400002,98.199997,96.099998,99.199997,.297,83.300003,25.302,24.964825,40.299999,96.599998,78.75,Switzerland,1,1,.29699999,25.302,1,40.299999,.088208996,4.5788264,4.5653892,.062251806
Switzerland,2015,7.572,11.116,.93800002,71.699997,.92799997,.102,.20999999,.79400003,.16599999,CHE,100,100,100,100,.296,83,26.118999,25.098898,38.400002,100,79.199997,Switzerland,1,1,.296,26.118999,1,38.400002,.087616004,4.6051702,4.6051702,.039780885
Switzerland,2016,7.4590001,11.126,.92799997,71.900002,.93400002,.081,.30199999,.75800002,.206,CHE,101.6,101.3,101.8,100.3,.302,83.699997,26.485001,25.38158,37.299999,101.4,79.599998,Switzerland,1,1,.30199999,26.485001,1,37.299999,.091203995,4.6210437,4.6230102,.017839948
Switzerland,2017,7.474,11.13,.94999999,72.099998,.92500001,.17299999,.31600001,.73400003,.19599999,CHE,103.6,102.2,102.9,101.4,.299,83.699997,26.870001,25.257887,,103.9,79.800003,Switzerland,1,1,.29899999,26.870001,0,0,.089400999,4.6405373,4.6337576,.010747524
Switzerland,2018,7.5089998,11.151,.93000001,72.300003,.926,.093999997,.301,.75599998,.192,CHE,106.7,104.9,104.8,101.8,.311,83.800003,26.254999,25.15004,38,106,80.099998,Switzerland,1,1,.31099999,26.254999,1,38,.096720994,4.6700211,4.6520538,.018296143
Switzerland,2019,7.6939998,11.155,.949,72.5,.91299999,.028999999,.294,.74299997,.171,CHE,110.6,108.1,108.9,102.3,.316,84,26.771,25.343586,37.5,108.6,80.474998,Switzerland,1,1,.31600001,26.771,1,37.5,.099856012,4.7059202,4.6904302,.038376242
Turkiye,2012,5.309,10.018,.73900002,67.220001,.47099999,-.221,.70200002,.50599998,.33500001,TUR,68.300003,83.400002,84.300003,81.900002,.399,74.599998,11.879,17.496073,59.200001,,48.900002,Turkiye,1,1,.39899999,11.879,1,59.200001,.159201,4.2239099,4.434382,
Turkiye,2013,4.888,10.082,.79500002,67.379997,.54100001,-.235,.69800001,.551,.39199999,TUR,75.900002,87.400002,88.5,86.900002,.39,78,11.684,16.894114,59.200001,,49.525002,Turkiye,1,1,.38999999,11.684,1,59.200001,.15209998,4.3294168,4.4830027,.048620652
Turkiye,2014,5.5799999,10.111,.86299998,67.540001,.64899999,-.028999999,.764,.41,.377,TUR,86.199997,92.699997,93.199997,92.900002,.398,78,11.61,16.482714,59.299999,,49.525002,Turkiye,1,1,.398,11.61,1,59.299999,.15840401,4.4566703,4.5347476,.051745135
Turkiye,2015,5.5139999,10.15,.85100001,67.699997,.653,-.021,.80599999,.391,.382,TUR,100,100,100,100,.404,78,11.488,16.152803,58.5,,50.150002,Turkiye,1,1,.40400001,11.488,1,58.5,.16321601,4.6051702,4.6051702,.0704225
Turkiye,2016,5.3260002,10.166,.88,67.875,.64399999,-.07,.764,.414,.38999999,TUR,113.6,104.6,106.8,108.7,,78,12.534,16.261934,58.200001,,50.650002,Turkiye,0,1,0,12.534,1,58.200001,0,4.7326837,4.670958,.06578777
Turkiye,2017,5.6069999,10.225,.87599999,68.050003,.64399999,-.242,.671,.39300001,.31299999,TUR,125.4,105.8,105.9,118.6,.409,78.099998,11.999,15.574574,57.700001,,51.549999,Turkiye,1,1,.40900001,11.999,1,57.700001,.167281,4.8315086,4.6624951,-.008462688
Turkiye,2018,5.1859999,10.246,.847,68.224998,.52899998,-.18099999,.80500001,.37900001,.35100001,TUR,134.89999,103.8,99.900002,130.10001,.397,78.300003,11.767,15.147691,57,,51.974998,Turkiye,1,1,.39700001,11.767,1,57,.15760902,4.9045339,4.6041698,-.058325566
Turkiye,2019,4.8720002,10.245,.792,68.400002,.63099998,-.141,.75999999,.347,.368,TUR,141,98.5,91.199997,143.2,.415,78.599998,12.429,14.43716,56.799999,,50.299999,Turkiye,1,1,.41499999,12.429,1,56.799999,.172225,4.94876,4.5130548,-.091114834
United Kingdom,2012,6.881,10.656,.935,69.519997,.889,.366,.42500001,.73900002,.184,GBR,85.199997,91.900002,87.800003,92.699997,.351,80.800003,23.736,27.296474,65.900002,95.099998,70.974998,United Kingdom,1,1,.35100001,23.736,1,65.900002,.12320101,4.4450016,4.4750614,
United Kingdom,2013,6.9180002,10.668,.93699998,69.580002,.90499997,.34099999,.56800002,.71899998,.252,GBR,87.400002,92,88.099998,95,.358,80.800003,23.02,27.155615,65.5,94.300003,71.550003,United Kingdom,1,1,.35800001,23.02,1,65.5,.12816401,4.4704952,4.4784727,.0034109803
United Kingdom,2014,6.7579999,10.692,.91000003,69.639999,.85699999,.34900001,.484,.74000001,.25099999,GBR,94.300003,97.099998,94,97.199997,.356,81.099998,22.49,26.735386,65.5,99.199997,72.875,United Kingdom,1,1,.35600001,22.49,1,65.5,.126736,4.5464811,4.5432949,.064822264
United Kingdom,2015,6.5149999,10.707,.93599999,69.699997,.833,.294,.456,.74000001,.219,GBR,100,100,100,100,.36,80.800003,22.089001,26.955988,66.300003,100,73.675003,United Kingdom,1,1,.36000001,22.089001,1,66.300003,.1296,4.6051702,4.6051702,.061875403
United Kingdom,2016,6.8239999,10.721,.954,69.800003,.82099998,.244,.458,.73199999,.23,GBR,107,105.2,105.7,101.7,.351,81,21.417,26.896751,66.300003,105.8,74.375,United Kingdom,1,1,.35100001,21.417,1,66.300003,.12320101,4.6728287,4.660605,.055434678
United Kingdom,2017,7.1030002,10.739,.93699998,69.900002,.81300002,.285,.419,.71200001,.20999999,GBR,111.8,108.9,108.5,102.7,.357,81.099998,20.971001,26.12105,66.199997,108.4,75,United Kingdom,1,1,.35699999,20.971001,1,66.199997,.12744899,4.7167115,4.6867499,.026145309
United Kingdom,2018,7.2329998,10.75,.92799997,70,.838,.22,.40400001,.736,.228,GBR,115.5,112,109.7,103.2,.366,81,20.444,25.997015,66.599998,108.1,75.625,United Kingdom,1,1,.366,20.444,1,66.599998,.133956,4.7492704,4.6977491,.010999166
United Kingdom,2019,7.1570001,10.76,.94300002,70.099998,.85399997,.264,.48500001,.73900002,.25099999,GBR,116.6,112.2,109.1,103.9,.366,81.300003,20.125999,25.754412,66.800003,106,76.175003,United Kingdom,1,1,.366,20.125999,1,66.800003,.133956,4.7587495,4.692265,-.0054844604
United States,2012,7.026,10.929,.903,66.660004,.82300001,.208,.70999998,.76499999,.25999999,USA,84.900002,93.199997,87.300003,91,,78.800003,18.77,19.005041,64,90.300003,67.136612,United States,0,1,0,18.77,1,64,0,4.441474,4.4693503,
United States,2013,7.2490001,10.941,.92500001,66.639999,.792,.26800001,.74699998,.77600002,.25999999,USA,90.699997,96.900002,92.199997,93.599998,.396,78.800003,18.733999,19.051445,63.599998,97.400002,67.35994,United States,1,1,.396,18.733999,1,63.599998,.15681601,4.5075574,4.5239601,.0546096
United States,2014,7.151,10.956,.90200001,66.620003,.866,.215,.70200002,.78600001,.28099999,USA,95.099998,98.5,95.300003,96.5,.394,78.900002,24.039,18.795856,63.200001,98.099998,68.14875,United States,1,1,.39399999,24.039,1,63.200001,.15523599,4.5549288,4.5570297,.033069745
