Country.name,year,Life.Ladder,Log.GDP.per.capita,Social.support,Healthy.life.expectancy.at.birth,Freedom.to.make.life.choices,Generosity,Perceptions.of.corruption,Positive.affect,Negative.affect,code,house_price,pri_ratio,ptr_ratio,r_house_price,Rent_price,employment_rate,gini,life_expectancy,social_expenditure,housing_expenditure_ratio
Sweden,2017,7.287,10.858,0.914,71.65,0.935,0.165,0.239,0.756,0.175,SWE,115.4,109.4,113.5,112.5,101.7,76.85,0.282,82.5,26.256,25.54238836
Sweden,2018,7.375,10.866,0.931,71.775,0.942,0.072,0.263,0.747,0.161,SWE,114.4,105.2,111.4,108.7,102.6,77.375,0.273,82.6,26.037,25.83548915
Sweden,2019,7.398,10.875,0.934,71.9,0.942,0.085,0.25,0.775,0.202,SWE,117.2,104.2,112.4,109.2,104.2,77.125,0.277,83.2,25.472,25.9240194
Sweden,2020,7.314,10.846,0.936,72.025,0.951,0.084,0.203,0.717,0.222,SWE,122.1,109.3,115.4,112.8,105.8,75.5,0.276,82.4,NA,26.47688417
Sweden,2021,7.439,10.893,0.932,72.15,0.953,0.172,0.191,0.763,0.19,SWE,134.5,113.7,125.5,121.5,107.2,75.1,0.286,83.1,NA,25.76655906
Switzerland,2012,7.776,11.094,0.947,71.52,0.945,0.131,0.323,0.793,0.176,CHE,92.1,92.5,94.4,90.3,97.6,78.475,0.285,82.8,24.693,24.85530439
Switzerland,2014,7.493,11.111,0.959,71.64,0.949,0.053,0.283,0.788,0.189,CHE,97.4,96.6,98.2,96.1,99.2,78.75,0.297,83.3,25.302,24.96482435
Switzerland,2015,7.572,11.116,0.938,71.7,0.928,0.102,0.21,0.794,0.166,CHE,100,100,100,100,100,79.2,0.296,83,26.119,25.09889809
Switzerland,2016,7.459,11.126,0.928,71.9,0.934,0.081,0.302,0.758,0.206,CHE,101.6,101.4,101.3,101.8,100.3,79.6,0.302,83.7,26.485,25.38157997
Switzerland,2017,7.474,11.13,0.95,72.1,0.925,0.173,0.316,0.734,0.196,CHE,103.6,103.9,102.2,102.9,101.4,79.8,0.299,83.7,26.87,25.25788617
Switzerland,2018,7.509,11.151,0.93,72.3,0.926,0.094,0.301,0.756,0.192,CHE,106.7,106,104.9,104.8,101.8,80.1,0.311,83.8,26.255,25.15004031
Switzerland,2019,7.694,11.155,0.949,72.5,0.913,0.029,0.294,0.743,0.171,CHE,110.6,108.6,108.1,108.9,102.3,80.475,0.316,84,26.771,25.34358594
Switzerland,2020,7.508,11.124,0.946,72.7,0.917,-0.073,0.28,0.73,0.193,CHE,115.4,110.7,111.9,114.1,103.1,79.925,0.32,83.1,NA,26.70250346
Switzerland,2021,7.328,11.158,0.934,72.9,0.908,0.024,0.287,0.747,0.183,CHE,123.3,119,118.5,121.7,104.1,79.6,NA,83.9,NA,26.8927857
Turkiye,2012,5.309,10.018,0.739,67.22,0.471,-0.221,0.702,0.506,0.335,TUR,68.3,NA,83.4,84.3,81.9,48.9,0.399,74.6,11.879,17.49607223
Turkiye,2013,4.888,10.082,0.795,67.38,0.541,-0.235,0.698,0.551,0.392,TUR,75.9,NA,87.4,88.5,86.9,49.525,0.39,78,11.684,16.89411282
Turkiye,2014,5.58,10.111,0.863,67.54,0.649,-0.029,0.764,0.41,0.377,TUR,86.2,NA,92.7,93.2,92.9,49.525,0.398,78,11.61,16.48271331
Turkiye,2015,5.514,10.15,0.851,67.7,0.653,-0.021,0.806,0.391,0.382,TUR,100,NA,100,100,100,50.15,0.404,78,11.488,16.15280297
Turkiye,2016,5.326,10.166,0.88,67.875,0.644,-0.07,0.764,0.414,0.39,TUR,113.6,NA,104.6,106.8,108.7,50.65,NA,78,12.534,16.26193358
Turkiye,2017,5.607,10.225,0.876,68.05,0.644,-0.242,0.671,0.393,0.313,TUR,125.4,NA,105.8,105.9,118.6,51.55,0.409,78.1,11.999,15.57457423
Turkiye,2018,5.186,10.246,0.847,68.225,0.529,-0.181,0.805,0.379,0.351,TUR,134.9,NA,103.8,99.9,130.1,51.975,0.397,78.3,11.767,15.14769036
Turkiye,2019,4.872,10.245,0.792,68.4,0.631,-0.141,0.76,0.347,0.368,TUR,141,NA,98.5,91.2,143.2,50.3,0.415,78.6,12.429,14.43716093
Turkiye,2020,4.862,10.257,0.857,68.575,0.51,-0.119,0.774,0.332,0.44,TUR,173.7,NA,110.8,99.1,156.6,47.5,0.403,77.7,NA,15.00400775
Turkiye,2021,4.367,10.357,0.736,68.75,0.447,-0.039,0.81,0.297,0.471,TUR,237.5,NA,137.2,112.3,172.6,50.25,0.433,77.5,NA,13.09980945
United Kingdom,2012,6.881,10.656,0.935,69.52,0.889,0.366,0.425,0.739,0.184,GBR,85.2,95.1,91.9,87.8,92.7,70.975,0.351,80.8,23.736,27.29647457
United Kingdom,2013,6.918,10.668,0.937,69.58,0.905,0.341,0.568,0.719,0.252,GBR,87.4,94.3,92,88.1,95,71.55,0.358,80.8,23.02,27.15561435
United Kingdom,2014,6.758,10.692,0.91,69.64,0.857,0.349,0.484,0.74,0.251,GBR,94.3,99.2,97.1,94,97.2,72.875,0.356,81.1,22.49,26.73538573
United Kingdom,2015,6.515,10.707,0.936,69.7,0.833,0.294,0.456,0.74,0.219,GBR,100,100,100,100,100,73.675,0.36,80.8,22.089,26.95598809
United Kingdom,2016,6.824,10.721,0.954,69.8,0.821,0.244,0.458,0.732,0.23,GBR,107,105.8,105.2,105.7,101.7,74.375,0.351,81,21.417,26.89675077
United Kingdom,2017,7.103,10.739,0.937,69.9,0.813,0.285,0.419,0.712,0.21,GBR,111.8,108.4,108.9,108.5,102.7,75,0.357,81.1,20.971,26.12105054
United Kingdom,2018,7.233,10.75,0.928,70,0.838,0.22,0.404,0.736,0.228,GBR,115.5,108.1,112,109.7,103.2,75.625,0.366,81,20.444,25.99701443
United Kingdom,2019,7.157,10.76,0.943,70.1,0.854,0.264,0.485,0.739,0.251,GBR,116.6,106,112.2,109.1,103.9,76.175,0.366,81.3,20.126,25.75441151
United Kingdom,2020,6.798,10.639,0.929,70.2,0.885,0.196,0.49,0.717,0.225,GBR,119.9,109.2,113.8,111.7,105.4,75.4,0.355,80.3,22.488,29.58634893
United Kingdom,2021,6.867,10.713,0.854,70.3,0.815,0.252,0.448,0.684,0.266,GBR,129.7,113.9,121,117.9,107.1,75.125,0.354,80.5,NA,27.73981952
United States,2012,7.026,10.929,0.903,66.66,0.823,0.208,0.71,0.765,0.26,USA,84.9,90.3,93.2,87.3,91,67.13661,NA,78.8,18.77,19.00504165
United States,2013,7.249,10.941,0.925,66.64,0.792,0.268,0.747,0.776,0.26,USA,90.7,97.4,96.9,92.2,93.6,67.35994,0.396,78.8,18.734,19.05144483
United States,2014,7.151,10.956,0.902,66.62,0.866,0.215,0.702,0.786,0.281,USA,95.1,98.1,98.5,95.3,96.5,68.14875,0.394,78.9,24.039,18.79585706
United States,2015,6.864,10.975,0.904,66.6,0.849,0.213,0.698,0.769,0.275,USA,100,100,100,100,100,68.70962,0.39,78.7,24.225,18.5037145
United States,2016,6.804,10.985,0.897,66.475,0.758,0.138,0.739,0.737,0.264,USA,105.6,103.4,101.7,104.5,103.8,69.35136,0.391,78.7,24.474,18.47141777
United States,2017,6.992,11.001,0.921,66.35,0.868,0.191,0.681,0.755,0.268,USA,112,105.3,104,109,107.7,70.11017,0.39,78.6,24.333,18.34126408
United States,2018,6.883,11.024,0.904,66.225,0.825,0.11,0.71,0.757,0.292,USA,118.9,106.4,106.5,113.4,111.6,70.72614,0.393,78.7,24.07,18.3504253
United States,2019,6.944,11.042,0.917,66.1,0.836,0.138,0.707,0.755,0.244,USA,124.9,107.4,107.9,117.4,115.8,71.35841,0.395,78.8,24.015,18.4054697
United States,2020,7.028,11.005,0.937,65.975,0.85,0.028,0.678,0.722,0.295,USA,134.7,107.6,112.8,125.2,119.4,67.06998,0.377,77,29.669,19.62729714
United States,2021,6.959,11.061,0.92,65.85,0.816,0.188,0.687,0.74,0.277,USA,157,116.7,128.6,140.2,122.1,69.40365,0.375,76.4,NA,18.33566643
